"Block,""Instancia"",""Rep"",""Algorithm"",""Y"""
"21,46,11,""Alg2"",1532612.07473371"
"21,92,12,""Alg1"",3784236.15958413"
"21,92,12,""Alg2"",6167721.66222649"
"21,35,13,""Alg1"",363798.237320369"
"21,35,13,""Alg2"",936529.133838743"
"21,92,14,""Alg1"",3567824.622675"
"21,92,14,""Alg2"",6649147.01700471"
"21,92,15,""Alg1"",3867707.76505913"
"21,92,15,""Alg2"",6663576.02219299"
"21,35,16,""Alg1"",186542.329556336"
"21,35,16,""Alg2"",946983.696508883"
"21,92,17,""Alg1"",3302870.63264316"
"21,92,17,""Alg2"",6620215.826923"
"21,46,18,""Alg1"",643145.778286526"
"21,46,18,""Alg2"",1376124.33163305"
"21,46,19,""Alg1"",685800.964406537"
"21,46,19,""Alg2"",1399035.19889653"
"21,35,20,""Alg1"",330084.72654669"
"21,35,20,""Alg2"",831562.37311419"
"21,92,21,""Alg1"",3094428.82838472"
"21,92,21,""Alg2"",6391245.38941891"
"21,46,22,""Alg1"",641045.889531181"
"21,46,22,""Alg2"",1530370.42028523"
"21,46,23,""Alg1"",773226.415986859"
"21,46,23,""Alg2"",898553.727662241"
"21,46,24,""Alg1"",432418.508905939"
"21,46,24,""Alg2"",1412579.94424624"
"21,46,25,""Alg1"",825710.77603229"
"21,46,25,""Alg2"",1393422.04544893"
"21,92,26,""Alg1"",3983090.74171327"
"21,92,26,""Alg2"",5584720.6165066"
"21,35,27,""Alg1"",146527.347398535"
"21,35,27,""Alg2"",864261.509751471"
"21,46,28,""Alg1"",763656.222921551"
"21,46,28,""Alg2"",956808.501409886"
"21,92,29,""Alg1"",3471856.19709308"
"21,92,29,""Alg2"",6385387.75411901"
"21,35,30,""Alg1"",212513.634228597"
"21,35,30,""Alg2"",813834.727353595"
"22,91,1,""Alg1"",3633967.84227257"
"22,91,1,""Alg2"",5773408.08811981"
"22,91,2,""Alg1"",2700634.79633358"
"22,91,2,""Alg2"",6365733.36613053"
"22,131,3,""Alg1"",7797141.95414983"
"22,131,3,""Alg2"",9841003.13161751"
"22,131,4,""Alg1"",6714455.43508864"
"22,131,4,""Alg2"",10193014.9508547"
"22,131,5,""Alg1"",6883483.54998181"
"22,131,5,""Alg2"",10951020.5910424"
"22,131,6,""Alg1"",6396953.13884271"
"22,131,6,""Alg2"",10121384.5219424"
"22,91,7,""Alg1"",4406175.21585266"
"22,91,7,""Alg2"",6627074.19218718"
"22,91,8,""Alg1"",4154685.96443399"
"22,91,8,""Alg2"",6665117.99662886"
"22,91,9,""Alg1"",3600072.65984616"
"22,91,9,""Alg2"",6846583.23384849"
"22,131,10,""Alg1"",6959050.48562566"
"22,131,10,""Alg2"",10727402.4261483"
"22,91,11,""Alg1"",2709645.69453586"
"22,91,11,""Alg2"",6717156.61092777"
"22,131,12,""Alg1"",8058106.7178695"
"22,131,12,""Alg2"",11426822.6682797"
"22,131,13,""Alg1"",5984587.97243819"
"22,131,13,""Alg2"",10178696.6109707"
"22,91,14,""Alg1"",3872357.87308702"
"22,91,14,""Alg2"",5306677.40409117"
"22,131,15,""Alg1"",7478880.14319113"
"22,131,15,""Alg2"",9724663.89859169"
"22,91,16,""Alg1"",3713899.30028418"
"22,91,16,""Alg2"",6421108.69013411"
"22,91,17,""Alg1"",3664400.35281722"
"22,91,17,""Alg2"",6442645.83141879"
"22,131,18,""Alg1"",7077380.72196032"
"22,131,18,""Alg2"",8971196.64385698"
"22,131,19,""Alg1"",8038110.16205431"
"22,131,19,""Alg2"",10748570.254864"
"22,131,20,""Alg1"",7354135.17649997"
"22,131,20,""Alg2"",9175230.12277303"
"22,91,21,""Alg1"",3830613.88530062"
"22,91,21,""Alg2"",6682160.49106792"
"22,91,22,""Alg1"",3445382.6688512"
"22,91,22,""Alg2"",5947309.71692869"
"22,131,23,""Alg1"",7413416.61852977"
"22,131,23,""Alg2"",10106729.4062244"
"22,91,24,""Alg1"",3585587.33160113"
"22,91,24,""Alg2"",4621361.61257788"
"22,91,25,""Alg1"",4036859.39882447"
"22,91,25,""Alg2"",6303359.85631216"
"22,91,26,""Alg1"",3366570.53871045"
"22,91,26,""Alg2"",5180770.75757056"
"22,91,27,""Alg1"",4065511.87995784"
"22,91,27,""Alg2"",5187756.00346466"
"22,131,28,""Alg1"",7719503.72260053"
"22,131,28,""Alg2"",10020906.9589696"
"22,91,29,""Alg1"",4431484.46306369"
"22,91,29,""Alg2"",5382666.64626052"
"22,131,30,""Alg1"",7487453.05637289"
"22,131,30,""Alg2"",10066341.1522413"
"23,87,1,""Alg1"",3321172.93467089"
"23,87,1,""Alg2"",5873658.85906825"
"23,23,2,""Alg1"",35655.122630519"
"23,23,2,""Alg2"",283758.853445287"
"23,23,3,""Alg1"",27649.2091013241"
"23,23,3,""Alg2"",384329.738602186"
"23,87,4,""Alg1"",3407308.38023454"
"23,87,4,""Alg2"",6501561.29475692"
"23,23,5,""Alg1"",77818.4607307119"
"23,23,5,""Alg2"",258201.882285165"
"23,23,6,""Alg1"",50590.0583607474"
"23,23,6,""Alg2"",392941.49146472"
"23,23,7,""Alg1"",38696.6961170587"
"23,23,7,""Alg2"",386000.640432155"
"23,87,8,""Alg1"",3182603.04129982"
"23,87,8,""Alg2"",6660999.55847915"
"23,23,9,""Alg1"",23266.2210426562"
"23,23,9,""Alg2"",280326.87079336"
"23,87,10,""Alg1"",1601212.98874201"
"23,87,10,""Alg2"",5449264.68929868"
"23,23,11,""Alg1"",61678.6205102899"
"23,23,11,""Alg2"",379781.727350539"
"23,23,12,""Alg1"",34592.4301770932"
"23,23,12,""Alg2"",375712.846793826"
"23,87,13,""Alg1"",3814021.62398936"
"23,87,13,""Alg2"",6077021.55385572"
"23,23,14,""Alg1"",58444.4134097178"
"23,23,14,""Alg2"",334979.342576321"
"23,23,15,""Alg1"",59771.2067493801"
"23,23,15,""Alg2"",321470.715350931"
"23,23,16,""Alg1"",18365.0711049099"
"23,23,16,""Alg2"",456346.332416842"
"23,23,17,""Alg1"",44524.1892024815"
"23,23,17,""Alg2"",285543.52167331"
"23,87,18,""Alg1"",2966196.55533266"
"23,87,18,""Alg2"",6185944.18797174"
"23,87,19,""Alg1"",3147555.34808561"
"23,87,19,""Alg2"",5273916.77516723"
"23,87,20,""Alg1"",2803992.34878344"
"23,87,20,""Alg2"",5025962.35450642"
"23,87,21,""Alg1"",3042699.96421387"
"23,87,21,""Alg2"",4958940.02351476"
"23,23,22,""Alg1"",25399.6916231896"
"23,23,22,""Alg2"",453846.941518839"
"23,23,23,""Alg1"",47598.4861023493"
"23,23,23,""Alg2"",512414.115304304"
"23,23,24,""Alg1"",70724.0916093309"
"23,23,24,""Alg2"",331639.137952963"
"23,23,25,""Alg1"",23400.3868121315"
"23,23,25,""Alg2"",393371.873031364"
"23,23,26,""Alg1"",7394.92539346322"
"23,23,26,""Alg2"",388309.641802656"
"23,87,27,""Alg1"",3154595.61063542"
"23,87,27,""Alg2"",5591607.2636878"
"23,87,28,""Alg1"",3575693.23861915"
"23,87,28,""Alg2"",5984977.50930924"
"23,23,29,""Alg1"",36338.2515746091"
"23,23,29,""Alg2"",437298.534808543"
"23,23,30,""Alg1"",44938.8896187934"
"23,23,30,""Alg2"",313825.768200432"
"24,10,1,""Alg1"",211.092511611138"
"24,10,1,""Alg2"",19339.6834786081"
"24,59,2,""Alg1"",1668252.5080227"
"24,59,2,""Alg2"",3485589.34656317"
"24,10,3,""Alg1"",138.145070796483"
"24,10,3,""Alg2"",15030.569079588"
"24,59,4,""Alg1"",1133034.62386068"
"24,59,4,""Alg2"",2822825.18559965"
"24,59,5,""Alg1"",1166285.79615529"
"24,59,5,""Alg2"",3133857.0907784"
"24,10,6,""Alg1"",108.495965016306"
"24,10,6,""Alg2"",11769.1529418716"
"24,59,7,""Alg1"",1480155.16523231"
"24,59,7,""Alg2"",2587233.28538558"
"24,59,8,""Alg1"",1497285.13245398"
"24,59,8,""Alg2"",2419905.18922181"
"24,59,9,""Alg1"",1148766.90539584"
"24,59,9,""Alg2"",3757449.07867148"
"24,59,10,""Alg1"",1064945.91846027"
"24,59,10,""Alg2"",2451478.51836852"
"24,10,11,""Alg1"",103.134091495857"
"24,10,11,""Alg2"",10717.2720962041"
"24,59,12,""Alg1"",1128984.86659857"
"24,59,12,""Alg2"",2096362.80235117"
"24,10,13,""Alg1"",65.4125746677628"
"24,10,13,""Alg2"",27107.5042169418"
"24,59,14,""Alg1"",1206968.08652417"
"24,59,14,""Alg2"",2323710.57128437"
"24,10,15,""Alg1"",209.46557884635"
"24,10,15,""Alg2"",12937.2423786038"
"24,10,16,""Alg1"",160.219003930068"
"24,10,16,""Alg2"",12719.0834715109"
"24,59,17,""Alg1"",1338463.16498186"
"24,59,17,""Alg2"",2589532.18416273"
"24,10,18,""Alg1"",298.793030369647"
"24,10,18,""Alg2"",11126.7476052982"
"24,59,19,""Alg1"",927247.275377077"
"24,59,19,""Alg2"",2327953.81029494"
"24,59,20,""Alg1"",1430469.19722032"
"24,59,20,""Alg2"",2286841.20332687"
"24,10,21,""Alg1"",315.032844046097"
"24,10,21,""Alg2"",8000.22790824294"
"24,59,22,""Alg1"",1054011.89217809"
"24,59,22,""Alg2"",2736888.16794406"
"24,59,23,""Alg1"",1140222.30402659"
"24,59,23,""Alg2"",1983249.717748"
"24,10,24,""Alg1"",314.859031824512"
"24,10,24,""Alg2"",10051.3992669394"
"24,59,25,""Alg1"",1107566.31144564"
"24,59,25,""Alg2"",2397064.04550279"
"24,10,26,""Alg1"",369.289070378359"
"24,10,26,""Alg2"",10711.1360060287"
"24,10,27,""Alg1"",128.205610619264"
"24,10,27,""Alg2"",10717.8620781497"
"24,10,28,""Alg1"",120.786730847399"
"24,10,28,""Alg2"",10473.338675352"
"24,10,29,""Alg1"",146.457589594204"
"24,10,29,""Alg2"",28627.0137078092"
"24,10,30,""Alg1"",143.445517505888"
"24,10,30,""Alg2"",6951.81059768394"
"25,85,1,""Alg1"",3419868.81552791"
"25,85,1,""Alg2"",5996550.28071464"
"25,85,2,""Alg1"",2857737.71307185"
"25,85,2,""Alg2"",5582513.63972686"
"25,47,3,""Alg1"",525954.779347833"
"25,47,3,""Alg2"",1405638.22075205"
"25,47,4,""Alg1"",620487.169506104"
"25,47,4,""Alg2"",1551727.56854895"
"25,47,5,""Alg1"",732072.654107771"
"25,47,5,""Alg2"",1397872.48792963"
"25,47,6,""Alg1"",514719.999077294"
"25,47,6,""Alg2"",1410592.1695843"
"25,47,7,""Alg1"",665039.162429644"
"25,47,7,""Alg2"",1429139.44942815"
"25,47,8,""Alg1"",892992.34625965"
"25,47,8,""Alg2"",1534699.99998696"
"25,47,9,""Alg1"",528311.745564027"
"25,47,9,""Alg2"",1512823.4166762"
"25,47,10,""Alg1"",762777.26372224"
"25,47,10,""Alg2"",1454253.51803649"
"25,47,11,""Alg1"",720876.97565543"
"25,47,11,""Alg2"",1576568.48397037"
"25,85,12,""Alg1"",2817621.43151336"
"25,85,12,""Alg2"",5836921.66270411"
"25,47,13,""Alg1"",823039.94344874"
"25,47,13,""Alg2"",1696255.73620347"
"25,47,14,""Alg1"",324064.229125928"
"25,47,14,""Alg2"",1526596.46337511"
"25,85,15,""Alg1"",2695855.84730012"
"25,85,15,""Alg2"",5371702.21083947"
"25,47,16,""Alg1"",793385.800900053"
"25,47,16,""Alg2"",1432860.86465448"
"25,85,17,""Alg1"",3202648.1948898"
"25,85,17,""Alg2"",5417773.94171943"
"25,47,18,""Alg1"",351975.69159821"
"25,47,18,""Alg2"",1461001.21700035"
"25,85,19,""Alg1"",2854983.12388978"
"25,85,19,""Alg2"",5848906.31002138"
"25,47,20,""Alg1"",683675.061512108"
"25,47,20,""Alg2"",1661905.68227568"
"25,85,21,""Alg1"",3273332.02163581"
"25,85,21,""Alg2"",4744668.50744168"
"25,85,22,""Alg1"",3099938.56591347"
"25,85,22,""Alg2"",5774157.0254708"
"25,47,23,""Alg1"",406823.025357711"
"25,47,23,""Alg2"",1338698.63789785"
"25,85,24,""Alg1"",2552492.54491284"
"25,85,24,""Alg2"",5360570.39664813"
"25,47,25,""Alg1"",734394.489744967"
"25,47,25,""Alg2"",1634920.50667136"
"25,47,26,""Alg1"",590353.497981245"
"25,47,26,""Alg2"",1593434.84565421"
"25,47,27,""Alg1"",544901.757484564"
"25,47,27,""Alg2"",1492492.74948389"
"25,47,28,""Alg1"",529084.461740786"
"25,47,28,""Alg2"",1490117.05944672"
"25,85,29,""Alg1"",2392828.00797759"
"25,85,29,""Alg2"",5130616.4929777"
"25,85,30,""Alg1"",2776771.67493536"
"25,85,30,""Alg2"",5216952.42009208"
"26,141,1,""Alg1"",8561012.14981062"
"26,141,1,""Alg2"",10836727.4234779"
"26,141,2,""Alg1"",8005326.79850677"
"26,141,2,""Alg2"",11113714.315088"
"26,141,3,""Alg1"",9447797.77124376"
"26,141,3,""Alg2"",10303454.0658454"
"26,141,4,""Alg1"",9082081.13404424"
"26,141,4,""Alg2"",11250151.3902126"
"26,119,5,""Alg1"",6915468.78179118"
"26,119,5,""Alg2"",8969062.56319523"
"26,141,6,""Alg1"",8185560.41310676"
"26,141,6,""Alg2"",10423089.1477882"
"26,141,7,""Alg1"",8564927.88657695"
"26,141,7,""Alg2"",10850971.1796489"
"26,119,8,""Alg1"",6430790.63938987"
"26,119,8,""Alg2"",8511884.28168451"
"26,141,9,""Alg1"",7792490.30577428"
"26,141,9,""Alg2"",11569504.6790009"
"26,119,10,""Alg1"",6473619.88943654"
"26,119,10,""Alg2"",8972168.70726791"
"26,119,11,""Alg1"",6514733.48878684"
"26,119,11,""Alg2"",9250331.50195137"
"26,141,12,""Alg1"",8315457.00114732"
"26,141,12,""Alg2"",10659688.8807159"
"26,119,13,""Alg1"",5862436.21813824"
"26,119,13,""Alg2"",7451084.59296778"
"26,141,14,""Alg1"",8272765.0403093"
"26,141,14,""Alg2"",11581102.1425262"
"26,119,15,""Alg1"",6715133.86452049"
"26,119,15,""Alg2"",9110057.52488778"
"26,119,16,""Alg1"",6998640.42321648"
"26,119,16,""Alg2"",8079102.18456101"
"26,141,17,""Alg1"",9069268.51951056"
"26,141,17,""Alg2"",11036909.1833556"
"26,141,18,""Alg1"",7469316.91415672"
"26,141,18,""Alg2"",10432258.5156614"
"26,119,19,""Alg1"",6558906.60471447"
"26,119,19,""Alg2"",8740047.84169794"
"26,119,20,""Alg1"",6105548.39390938"
"26,119,20,""Alg2"",8909525.59031617"
"26,141,21,""Alg1"",6813546.49818441"
"26,141,21,""Alg2"",11064613.4900325"
"26,141,22,""Alg1"",8349991.26463546"
"26,141,22,""Alg2"",10064252.3528175"
"26,119,23,""Alg1"",7226594.04598306"
"26,119,23,""Alg2"",7578838.60638778"
"26,141,24,""Alg1"",8584251.1690209"
"26,141,24,""Alg2"",10131747.5643844"
"26,119,25,""Alg1"",5807292.70726363"
"26,119,25,""Alg2"",9142811.99801894"
"26,119,26,""Alg1"",5714030.31043089"
"26,119,26,""Alg2"",8788052.46974147"
"26,119,27,""Alg1"",6770113.79506963"
"26,119,27,""Alg2"",8554199.7403518"
"26,119,28,""Alg1"",6785829.6114592"
"26,119,28,""Alg2"",9646742.82987916"
"26,141,29,""Alg1"",8153112.7566526"
"26,141,29,""Alg2"",9746447.59572122"
"26,119,30,""Alg1"",6471686.25139943"
"26,119,30,""Alg2"",8947778.07814673"
"27,86,1,""Alg1"",3055683.24833927"
"27,86,1,""Alg2"",5712687.46577674"
"27,86,2,""Alg1"",3396688.32456765"
"27,86,2,""Alg2"",5432159.56861131"
"27,86,3,""Alg1"",3273426.4979634"
"27,86,3,""Alg2"",5682452.50505773"
"27,86,4,""Alg1"",3374619.83573953"
"27,86,4,""Alg2"",5915893.53661333"
"27,86,5,""Alg1"",3890637.48585638"
"27,86,5,""Alg2"",5248482.77655247"
"27,86,6,""Alg1"",3289600.40529129"
"27,86,6,""Alg2"",5410871.7491243"
"27,86,7,""Alg1"",3538080.888195"
"27,86,7,""Alg2"",6399898.49924954"
"27,9,8,""Alg1"",81.9554604101352"
"27,9,8,""Alg2"",4398.01024012539"
"27,86,9,""Alg1"",3250227.74218594"
"27,86,9,""Alg2"",5624699.44409944"
"27,86,10,""Alg1"",3816404.22897284"
"27,86,10,""Alg2"",6006290.4986988"
"27,9,11,""Alg1"",104.152930233538"
"27,9,11,""Alg2"",7295.8742431294"
"27,9,12,""Alg1"",118.088538810662"
"27,9,12,""Alg2"",2752.35343071845"
"27,86,13,""Alg1"",2531900.08996323"
"27,86,13,""Alg2"",6104221.683331"
"27,86,14,""Alg1"",3856780.00123887"
"27,86,14,""Alg2"",5521042.66501151"
"27,9,15,""Alg1"",142.019203119246"
"27,9,15,""Alg2"",4802.27731871495"
"27,9,16,""Alg1"",61.4761467414944"
"27,9,16,""Alg2"",6908.70420230919"
"27,86,17,""Alg1"",3575407.41660371"
"27,86,17,""Alg2"",5576694.79283185"
"27,86,18,""Alg1"",2596777.47680295"
"27,86,18,""Alg2"",4271492.82190187"
"27,9,19,""Alg1"",45.4740988295568"
"27,9,19,""Alg2"",3145.28072488141"
"27,9,20,""Alg1"",146.151197118282"
"27,9,20,""Alg2"",1706.83218487876"
"27,9,21,""Alg1"",139.037581321717"
"27,9,21,""Alg2"",1153.32156566476"
"27,86,22,""Alg1"",3014790.04282045"
"27,86,22,""Alg2"",5885891.6036048"
"27,86,23,""Alg1"",3423003.55820241"
"27,86,23,""Alg2"",5218206.96964912"
"27,9,24,""Alg1"",63.3980536484078"
"27,9,24,""Alg2"",8717.71011146253"
"27,9,25,""Alg1"",187.050479112612"
"27,9,25,""Alg2"",1712.15375004963"
"27,86,26,""Alg1"",3903894.30955681"
"27,86,26,""Alg2"",4929259.3939836"
"27,86,27,""Alg1"",2951729.35463789"
"27,86,27,""Alg2"",5736165.81104486"
"27,9,28,""Alg1"",32.2546378164075"
"27,9,28,""Alg2"",3290.82827010618"
"27,86,29,""Alg1"",2758498.24638027"
"27,86,29,""Alg2"",5157759.56958285"
"27,9,30,""Alg1"",209.431752225272"
"27,9,30,""Alg2"",11134.0739285107"
"28,90,1,""Alg1"",3262387.57849753"
"28,90,1,""Alg2"",6069832.45911344"
"28,90,2,""Alg1"",3465914.60111365"
"28,90,2,""Alg2"",5716021.58988255"
"28,42,3,""Alg1"",412314.146265381"
"28,42,3,""Alg2"",1252023.72619229"
"28,42,4,""Alg1"",550508.961591799"
"28,42,4,""Alg2"",1408259.06860802"
"28,42,5,""Alg1"",668397.764876978"
"28,42,5,""Alg2"",1328533.11670085"
"28,90,6,""Alg1"",3814309.24249013"
"28,90,6,""Alg2"",6419519.86711754"
"28,90,7,""Alg1"",3865056.55349926"
"28,90,7,""Alg2"",6321190.31549623"
"28,42,8,""Alg1"",428588.253476236"
"28,42,8,""Alg2"",1006412.10602509"
"28,90,9,""Alg1"",3579003.57777141"
"28,90,9,""Alg2"",5859209.78259005"
"28,42,10,""Alg1"",237124.96183886"
"28,42,10,""Alg2"",1391753.65328284"
"28,90,11,""Alg1"",3814200.12885387"
"28,90,11,""Alg2"",5710752.4090225"
"28,90,12,""Alg1"",3848694.16112264"
"28,90,12,""Alg2"",5463071.62042453"
"28,90,13,""Alg1"",3056318.88781967"
"28,90,13,""Alg2"",5645176.45527813"
"28,42,14,""Alg1"",429333.947901826"
"28,42,14,""Alg2"",1295425.53733842"
"28,42,15,""Alg1"",390120.231132959"
"28,42,15,""Alg2"",1196036.24641843"
"28,90,16,""Alg1"",3682370.43283279"
"28,90,16,""Alg2"",4516324.81244719"
"28,42,17,""Alg1"",663805.17584336"
"28,42,17,""Alg2"",1215495.38017786"
"28,90,18,""Alg1"",3282388.89817024"
"28,90,18,""Alg2"",5816990.85140066"
"28,42,19,""Alg1"",494390.539299803"
"28,42,19,""Alg2"",1169640.87060578"
"28,42,20,""Alg1"",470180.510036556"
"28,42,20,""Alg2"",1119011.11257207"
"28,90,21,""Alg1"",3442831.15567253"
"28,90,21,""Alg2"",5859732.60012251"
"28,42,22,""Alg1"",641492.981986978"
"28,42,22,""Alg2"",1320057.71959776"
"28,90,23,""Alg1"",4183090.13048366"
"28,90,23,""Alg2"",6325358.19601925"
"28,90,24,""Alg1"",3982835.52116849"
"28,90,24,""Alg2"",6753962.50820362"
"28,42,25,""Alg1"",391865.566085529"
"28,42,25,""Alg2"",1270725.36019079"
"28,90,26,""Alg1"",2511635.22472869"
"28,90,26,""Alg2"",6957050.91822198"
"28,42,27,""Alg1"",452888.498462082"
"28,42,27,""Alg2"",1399421.3733423"
"28,90,28,""Alg1"",3373755.42132012"
"28,90,28,""Alg2"",6643763.61110447"
"28,42,29,""Alg1"",339323.986344002"
"28,42,29,""Alg2"",1284419.42311448"
"28,90,30,""Alg1"",3785793.03829057"
"28,90,30,""Alg2"",6504563.52276294"
"29,107,1,""Alg1"",3982006.46606041"
"29,107,1,""Alg2"",6601649.2597974"
"29,94,2,""Alg1"",3573713.83230327"
"29,94,2,""Alg2"",6511246.32719038"
"29,107,3,""Alg1"",4500784.07539428"
"29,107,3,""Alg2"",6875713.65226329"
"29,107,4,""Alg1"",3966517.16305872"
"29,107,4,""Alg2"",7238066.05763434"
"29,94,5,""Alg1"",3910007.986528"
"29,94,5,""Alg2"",6400707.83235422"
"29,94,6,""Alg1"",4072268.12258541"
"29,94,6,""Alg2"",5992052.98052118"
"29,107,7,""Alg1"",5475799.39811676"
"29,107,7,""Alg2"",7344383.66437542"
"29,94,8,""Alg1"",4608712.56402246"
"29,94,8,""Alg2"",5909948.64581482"
"29,107,9,""Alg1"",5123123.59777303"
"29,107,9,""Alg2"",8079390.41834067"
"29,94,10,""Alg1"",4184065.89935565"
"29,94,10,""Alg2"",5873714.97070599"
"29,107,11,""Alg1"",3788486.60500823"
"29,107,11,""Alg2"",8054412.53360147"
"29,107,12,""Alg1"",5600542.02530976"
"29,107,12,""Alg2"",6767860.68902847"
"29,107,13,""Alg1"",5682229.10003522"
"29,107,13,""Alg2"",7428203.24431638"
"29,107,14,""Alg1"",4553202.88509121"
"29,107,14,""Alg2"",7719745.40162076"
"29,107,15,""Alg1"",5447280.52558435"
"29,107,15,""Alg2"",6663721.57871336"
"29,107,16,""Alg1"",5497794.63929926"
"29,107,16,""Alg2"",7411982.35976298"
"29,94,17,""Alg1"",3942934.02137327"
"29,94,17,""Alg2"",4698656.06451701"
"29,94,18,""Alg1"",4494044.31550618"
"29,94,18,""Alg2"",6576229.46130227"
"29,94,19,""Alg1"",4713486.85158668"
"29,94,19,""Alg2"",5130692.10296828"
"29,94,20,""Alg1"",3844438.74165528"
"29,94,20,""Alg2"",6920104.3043181"
"29,107,21,""Alg1"",5152461.75303816"
"29,107,21,""Alg2"",8229562.19930882"
"29,107,22,""Alg1"",6107483.10509911"
"29,107,22,""Alg2"",6861719.48091448"
"29,94,23,""Alg1"",3918183.12581871"
"29,94,23,""Alg2"",5902731.42900987"
"29,94,24,""Alg1"",3905091.33051938"
"29,94,24,""Alg2"",6092917.41421606"
"29,94,25,""Alg1"",4407010.20924038"
"29,94,25,""Alg2"",6235225.16764202"
"29,94,26,""Alg1"",4820161.23180711"
"29,94,26,""Alg2"",5535804.73458418"
"29,94,27,""Alg1"",3417731.0414582"
"29,94,27,""Alg2"",5562765.21730259"
"29,94,28,""Alg1"",3876651.86306425"
"29,94,28,""Alg2"",6850376.04472795"
"29,107,29,""Alg1"",5382264.53445595"
"29,107,29,""Alg2"",7704125.65629298"
"29,94,30,""Alg1"",3980286.1807632"
"29,94,30,""Alg2"",7253413.48519233"
"30,123,1,""Alg1"",5751205.37099055"
"30,123,1,""Alg2"",9425532.36847157"
"30,123,2,""Alg1"",4800204.35399633"
"30,123,2,""Alg2"",9634149.03849366"
"30,135,3,""Alg1"",8037853.92419452"
"30,135,3,""Alg2"",11177558.0962683"
"30,123,4,""Alg1"",7250281.78480679"
"30,123,4,""Alg2"",9714127.75011182"
"30,123,5,""Alg1"",4755636.93796834"
"30,123,5,""Alg2"",7888483.30685688"
"30,123,6,""Alg1"",7516874.341307"
"30,123,6,""Alg2"",7899144.70018747"
"30,135,7,""Alg1"",7949157.03079519"
"30,135,7,""Alg2"",11419996.2544836"
"30,123,8,""Alg1"",7197218.66234367"
"30,123,8,""Alg2"",9338006.27816622"
"30,123,9,""Alg1"",6092589.3040845"
"30,123,9,""Alg2"",8582106.11463746"
"30,135,10,""Alg1"",7499956.99127291"
"30,135,10,""Alg2"",8678679.88360716"
"30,135,11,""Alg1"",8651333.66569534"
"30,135,11,""Alg2"",10989921.3460717"
"30,135,12,""Alg1"",7829455.43178944"
"30,135,12,""Alg2"",9767143.12108515"
"30,135,13,""Alg1"",8364965.6075668"
"30,135,13,""Alg2"",10344886.2994491"
"30,135,14,""Alg1"",6856875.4440262"
"30,135,14,""Alg2"",9718554.63853114"
"30,135,15,""Alg1"",8648852.00308808"
"30,135,15,""Alg2"",10204150.0670133"
"30,123,16,""Alg1"",5960717.65134248"
"30,123,16,""Alg2"",7464093.18617005"
"30,123,17,""Alg1"",6677469.79842611"
"30,123,17,""Alg2"",9932938.74535824"
"30,123,18,""Alg1"",5841489.87926722"
"30,123,18,""Alg2"",8079954.5350342"
"30,123,19,""Alg1"",7540854.12913404"
"30,123,19,""Alg2"",9213169.31902595"
"30,123,20,""Alg1"",6303941.42384313"
"30,123,20,""Alg2"",8692988.5654685"
"30,135,21,""Alg1"",7270494.2039317"
"30,135,21,""Alg2"",9958389.23388275"
"30,123,22,""Alg1"",6407113.35848454"
"30,123,22,""Alg2"",9333410.81592376"
"30,135,23,""Alg1"",8455434.85981237"
"30,135,23,""Alg2"",10303705.0962978"
"30,123,24,""Alg1"",5550684.19258876"
"30,123,24,""Alg2"",7983781.99912309"
"30,123,25,""Alg1"",6905645.84101346"
"30,123,25,""Alg2"",9473526.8471548"
"30,123,26,""Alg1"",7083549.5096732"
"30,123,26,""Alg2"",9878715.1530786"
"30,135,27,""Alg1"",7985025.4912623"
"30,135,27,""Alg2"",10233390.2923148"
"30,135,28,""Alg1"",7198863.91675576"
"30,135,28,""Alg2"",10303251.4526431"
"30,135,29,""Alg1"",8214212.30143495"
"30,135,29,""Alg2"",8416444.10719057"
"30,135,30,""Alg1"",7787448.53534884"
"30,135,30,""Alg2"",9932583.63708726"
"31,116,1,""Alg1"",5676511.57885266"
"31,116,1,""Alg2"",9032583.63510211"
"31,116,2,""Alg1"",6687714.83410056"
"31,116,2,""Alg2"",8640054.10023523"
"31,74,3,""Alg1"",2591196.09016103"
"31,74,3,""Alg2"",4697481.16618776"
"31,74,4,""Alg1"",1985638.89550146"
"31,74,4,""Alg2"",4932470.66776586"
"31,116,5,""Alg1"",6252713.52896816"
"31,116,5,""Alg2"",8863768.63748038"
"31,116,6,""Alg1"",6440700.3080478"
"31,116,6,""Alg2"",8184379.1306756"
"31,116,7,""Alg1"",7012511.32271616"
"31,116,7,""Alg2"",8813077.82752698"
"31,74,8,""Alg1"",2494720.99353514"
"31,74,8,""Alg2"",4162590.40517149"
"31,74,9,""Alg1"",2419042.91767964"
"31,74,9,""Alg2"",4491624.35944217"
"31,74,10,""Alg1"",2390473.80740623"
"31,74,10,""Alg2"",4394481.80592381"
"31,116,11,""Alg1"",5680742.69481378"
"31,116,11,""Alg2"",8752255.75758256"
"31,74,12,""Alg1"",1895113.08028612"
"31,74,12,""Alg2"",4615052.46158189"
"31,116,13,""Alg1"",6033083.62937129"
"31,116,13,""Alg2"",8759890.71673003"
"31,74,14,""Alg1"",1932110.26170322"
"31,74,14,""Alg2"",4530822.35519467"
"31,116,15,""Alg1"",6403301.30511115"
"31,116,15,""Alg2"",9047177.47396062"
"31,116,16,""Alg1"",5985857.63729445"
"31,116,16,""Alg2"",8164165.18224721"
