"Block,""Instancia"",""Rep"",""Algorithm"",""Y"""
"11,56,6,""Alg2"",1972527.4965414"
"11,84,7,""Alg1"",2826549.39619549"
"11,84,7,""Alg2"",5524990.13029924"
"11,84,8,""Alg1"",3215628.23641588"
"11,84,8,""Alg2"",5908745.90732424"
"11,84,9,""Alg1"",2326396.00751766"
"11,84,9,""Alg2"",5762140.25327629"
"11,84,10,""Alg1"",2490469.4021423"
"11,84,10,""Alg2"",6057712.28011712"
"11,56,11,""Alg1"",1401155.14174296"
"11,56,11,""Alg2"",2032303.23194149"
"11,56,12,""Alg1"",1089281.00515955"
"11,56,12,""Alg2"",2090513.31614749"
"11,7,13,""Alg1"",25.3682467560727"
"11,7,13,""Alg2"",455.71863246271"
"11,84,14,""Alg1"",2983912.18170695"
"11,84,14,""Alg2"",4553830.16444966"
"11,7,15,""Alg1"",18.9672465068204"
"11,7,15,""Alg2"",760.876597595823"
"11,84,16,""Alg1"",2814779.40565406"
"11,84,16,""Alg2"",3475990.64534429"
"11,7,17,""Alg1"",21.1153603068983"
"11,7,17,""Alg2"",214.950912937775"
"11,84,18,""Alg1"",2442179.17270143"
"11,84,18,""Alg2"",3917095.21813765"
"11,7,19,""Alg1"",10.2844616032165"
"11,7,19,""Alg2"",123.808043891863"
"11,7,20,""Alg1"",8.97882180399797"
"11,7,20,""Alg2"",361.447674674447"
"11,56,21,""Alg1"",1154908.23282223"
"11,56,21,""Alg2"",2145838.60452223"
"11,56,22,""Alg1"",840691.192070873"
"11,56,22,""Alg2"",2344937.04780946"
"11,84,23,""Alg1"",3465116.85172736"
"11,84,23,""Alg2"",5940964.6506603"
"11,7,24,""Alg1"",7.91253152049813"
"11,7,24,""Alg2"",676.409126604438"
"11,7,25,""Alg1"",11.0523241498889"
"11,7,25,""Alg2"",1493.58384839989"
"11,84,26,""Alg1"",2830791.74425926"
"11,84,26,""Alg2"",5517730.0757057"
"11,7,27,""Alg1"",28.8085488396453"
"11,7,27,""Alg2"",400.139489709852"
"11,84,28,""Alg1"",2828417.41782309"
"11,84,28,""Alg2"",5184696.80586369"
"11,56,29,""Alg1"",951781.063931202"
"11,56,29,""Alg2"",2799721.30265807"
"11,7,30,""Alg1"",13.9447437244212"
"11,7,30,""Alg2"",831.090383042339"
"12,132,1,""Alg1"",8092776.22458819"
"12,132,1,""Alg2"",9824769.42602312"
"12,132,2,""Alg1"",6713806.44373262"
"12,132,2,""Alg2"",9277460.25046247"
"12,146,3,""Alg1"",9968977.45548707"
"12,146,3,""Alg2"",11496703.6973508"
"12,44,4,""Alg1"",415946.529378312"
"12,44,4,""Alg2"",1182721.88245005"
"12,132,5,""Alg1"",7765177.97196001"
"12,132,5,""Alg2"",9657448.66342271"
"12,132,6,""Alg1"",7380538.61762298"
"12,132,6,""Alg2"",10529651.5041981"
"12,146,7,""Alg1"",8043528.61482238"
"12,146,7,""Alg2"",11464120.9122378"
"12,132,8,""Alg1"",6032297.64384263"
"12,132,8,""Alg2"",8290360.49032421"
"12,132,9,""Alg1"",6607813.42556148"
"12,132,9,""Alg2"",10216692.5190598"
"12,132,10,""Alg1"",7237218.27465464"
"12,132,10,""Alg2"",10393617.7965032"
"12,146,11,""Alg1"",9651692.78776556"
"12,146,11,""Alg2"",11607058.1127302"
"12,44,12,""Alg1"",656676.564874809"
"12,44,12,""Alg2"",1338442.19644617"
"12,146,13,""Alg1"",8468699.66840849"
"12,146,13,""Alg2"",10339119.8463009"
"12,44,14,""Alg1"",540038.965037506"
"12,44,14,""Alg2"",1274760.04024568"
"12,132,15,""Alg1"",8333073.24512506"
"12,132,15,""Alg2"",10514612.5223331"
"12,132,16,""Alg1"",7594099.5002921"
"12,132,16,""Alg2"",9574794.80689804"
"12,44,17,""Alg1"",655177.869244596"
"12,44,17,""Alg2"",1541325.22196667"
"12,146,18,""Alg1"",8352527.24578087"
"12,146,18,""Alg2"",10147139.7974875"
"12,146,19,""Alg1"",9607302.57951742"
"12,146,19,""Alg2"",10525836.5047628"
"12,44,20,""Alg1"",547274.378189369"
"12,44,20,""Alg2"",1447490.1721782"
"12,146,21,""Alg1"",8324484.28449123"
"12,146,21,""Alg2"",10788876.1764353"
"12,44,22,""Alg1"",507476.019917035"
"12,44,22,""Alg2"",1213969.38904189"
"12,132,23,""Alg1"",7471571.5324188"
"12,132,23,""Alg2"",9891829.57819584"
"12,132,24,""Alg1"",6809178.55507166"
"12,132,24,""Alg2"",10116461.510214"
"12,146,25,""Alg1"",8872652.1288613"
"12,146,25,""Alg2"",11352053.2775365"
"12,44,26,""Alg1"",536648.056096071"
"12,44,26,""Alg2"",1294482.71357498"
"12,44,27,""Alg1"",605669.609414662"
"12,44,27,""Alg2"",1270022.14104909"
"12,146,28,""Alg1"",7768867.57846938"
"12,146,28,""Alg2"",10173583.890898"
"12,44,29,""Alg1"",488068.106007844"
"12,44,29,""Alg2"",1376227.82712225"
"12,146,30,""Alg1"",9655227.28035991"
"12,146,30,""Alg2"",11834303.7109817"
"13,4,1,""Alg1"",0.373369170766787"
"13,4,1,""Alg2"",2.11739933546816"
"13,12,2,""Alg1"",485.79789457417"
"13,12,2,""Alg2"",71547.6438510886"
"13,4,3,""Alg1"",0.474440892440035"
"13,4,3,""Alg2"",5.90675169578193"
"13,43,4,""Alg1"",422145.634010048"
"13,43,4,""Alg2"",1205491.30199679"
"13,4,5,""Alg1"",1.06073383980586"
"13,4,5,""Alg2"",4.37596938030661"
"13,12,6,""Alg1"",215.69638978635"
"13,12,6,""Alg2"",52369.6198526525"
"13,12,7,""Alg1"",927.654414487287"
"13,12,7,""Alg2"",68757.4093784176"
"13,4,8,""Alg1"",0.0436916956618519"
"13,4,8,""Alg2"",5.96044674147628"
"13,12,9,""Alg1"",365.548152889497"
"13,12,9,""Alg2"",51176.2916978257"
"13,12,10,""Alg1"",354.579099991719"
"13,12,10,""Alg2"",17621.9419509878"
"13,12,11,""Alg1"",151.58396531064"
"13,12,11,""Alg2"",72296.0951399973"
"13,43,12,""Alg1"",554579.394738413"
"13,43,12,""Alg2"",1191182.59792368"
"13,43,13,""Alg1"",352740.123286044"
"13,43,13,""Alg2"",1215343.91349826"
"13,43,14,""Alg1"",209985.350402951"
"13,43,14,""Alg2"",1227779.11012955"
"13,4,15,""Alg1"",0.462235013543041"
"13,4,15,""Alg2"",2.4677516591059"
"13,12,16,""Alg1"",330.346893137887"
"13,12,16,""Alg2"",43823.1925800366"
"13,43,17,""Alg1"",580566.440124872"
"13,43,17,""Alg2"",1341767.19786472"
"13,12,18,""Alg1"",71.0792298463684"
"13,12,18,""Alg2"",51387.9648589158"
"13,4,19,""Alg1"",0.00896487259920756"
"13,4,19,""Alg2"",1.10711831725089"
"13,12,20,""Alg1"",568.286964688041"
"13,12,20,""Alg2"",30549.0593619296"
"13,43,21,""Alg1"",388598.416881759"
"13,43,21,""Alg2"",1373582.84403474"
"13,12,22,""Alg1"",189.076982477159"
"13,12,22,""Alg2"",64300.8971814261"
"13,43,23,""Alg1"",405882.056372264"
"13,43,23,""Alg2"",1440552.48740679"
"13,43,24,""Alg1"",769108.971122543"
"13,43,24,""Alg2"",1062752.79189029"
"13,4,25,""Alg1"",0.0270339144944156"
"13,4,25,""Alg2"",2.93716859768187"
"13,12,26,""Alg1"",1219.57823424119"
"13,12,26,""Alg2"",57478.1874882679"
"13,12,27,""Alg1"",369.794360281248"
"13,12,27,""Alg2"",27120.8792923174"
"13,43,28,""Alg1"",197962.867815575"
"13,43,28,""Alg2"",1363793.70375705"
"13,43,29,""Alg1"",521255.823017541"
"13,43,29,""Alg2"",1352069.9474328"
"13,43,30,""Alg1"",357673.825099571"
"13,43,30,""Alg2"",1245605.15962373"
"14,8,1,""Alg1"",38.1894144436785"
"14,8,1,""Alg2"",3741.74739563656"
"14,38,2,""Alg1"",430291.400343597"
"14,38,2,""Alg2"",1008630.83167147"
"14,38,3,""Alg1"",368565.893695878"
"14,38,3,""Alg2"",1099340.10546721"
"14,114,4,""Alg1"",5749734.30698979"
"14,114,4,""Alg2"",8225313.35403698"
"14,114,5,""Alg1"",5781928.53409765"
"14,114,5,""Alg2"",8645016.57855012"
"14,38,6,""Alg1"",291673.851582901"
"14,38,6,""Alg2"",1128451.03767577"
"14,38,7,""Alg1"",418684.813109051"
"14,38,7,""Alg2"",1004845.8766144"
"14,38,8,""Alg1"",332538.261334922"
"14,38,8,""Alg2"",944428.541242024"
"14,8,9,""Alg1"",34.3337152259528"
"14,8,9,""Alg2"",1108.60076988036"
"14,38,10,""Alg1"",321691.320357548"
"14,38,10,""Alg2"",1218157.21102935"
"14,8,11,""Alg1"",90.501177131407"
"14,8,11,""Alg2"",1798.31292692281"
"14,8,12,""Alg1"",61.4526180611807"
"14,8,12,""Alg2"",1983.19140257617"
"14,114,13,""Alg1"",6071865.26047236"
"14,114,13,""Alg2"",8694214.45676471"
"14,8,14,""Alg1"",31.9487947473631"
"14,8,14,""Alg2"",1751.91421560826"
"14,38,15,""Alg1"",150206.076047516"
"14,38,15,""Alg2"",1132485.3278136"
"14,8,16,""Alg1"",53.3204009853119"
"14,8,16,""Alg2"",1873.54452954898"
"14,114,17,""Alg1"",5961711.46959506"
"14,114,17,""Alg2"",7679554.46399484"
"14,38,18,""Alg1"",265708.549669918"
"14,38,18,""Alg2"",1096060.63670146"
"14,38,19,""Alg1"",292984.312704408"
"14,38,19,""Alg2"",1130023.14837381"
"14,38,20,""Alg1"",306267.462400934"
"14,38,20,""Alg2"",1087830.84573395"
"14,114,21,""Alg1"",6416162.58884735"
"14,114,21,""Alg2"",8655872.49817032"
"14,114,22,""Alg1"",6778487.05590856"
"14,114,22,""Alg2"",7850127.64221472"
"14,114,23,""Alg1"",6054716.63758862"
"14,114,23,""Alg2"",8036265.44746891"
"14,38,24,""Alg1"",193882.045202341"
"14,38,24,""Alg2"",1141101.82630328"
"14,8,25,""Alg1"",20.6317597397816"
"14,8,25,""Alg2"",3146.55784061447"
"14,114,26,""Alg1"",5570393.4214324"
"14,114,26,""Alg2"",8687245.02334788"
"14,114,27,""Alg1"",4663344.55432907"
"14,114,27,""Alg2"",7005321.74196146"
"14,114,28,""Alg1"",5325480.80205252"
"14,114,28,""Alg2"",6946315.9752729"
"14,8,29,""Alg1"",48.6853144988695"
"14,8,29,""Alg2"",1166.549742524"
"14,8,30,""Alg1"",78.6484994561775"
"14,8,30,""Alg2"",1228.03681841296"
"15,5,1,""Alg1"",2.21034596098734"
"15,5,1,""Alg2"",23.660329099215"
"15,96,2,""Alg1"",4225274.35123639"
"15,96,2,""Alg2"",5863666.28619524"
"15,144,3,""Alg1"",8874196.04563623"
"15,144,3,""Alg2"",11925984.6410995"
"15,5,4,""Alg1"",0.198148453837098"
"15,5,4,""Alg2"",15.0712607781335"
"15,144,5,""Alg1"",7485744.15815603"
"15,144,5,""Alg2"",7638199.92746833"
"15,5,6,""Alg1"",1.03124811017855"
"15,5,6,""Alg2"",78.7790147555456"
"15,144,7,""Alg1"",8185903.15202712"
"15,144,7,""Alg2"",10681032.2803434"
"15,96,8,""Alg1"",4392916.39488921"
"15,96,8,""Alg2"",7104493.25309229"
"15,96,9,""Alg1"",3846199.63167927"
"15,96,9,""Alg2"",6427559.46331798"
"15,96,10,""Alg1"",4176324.8198028"
"15,96,10,""Alg2"",7078806.03068245"
"15,144,11,""Alg1"",8953472.35144161"
"15,144,11,""Alg2"",11281327.6668926"
"15,144,12,""Alg1"",8676442.75184766"
"15,144,12,""Alg2"",7190012.10343095"
"15,5,13,""Alg1"",0.00425194217218934"
"15,5,13,""Alg2"",43.9541750880631"
"15,96,14,""Alg1"",4220207.65757712"
"15,96,14,""Alg2"",7145257.55521492"
"15,96,15,""Alg1"",4650094.8598946"
"15,96,15,""Alg2"",7838177.57714512"
"15,5,16,""Alg1"",1.2278151832153"
"15,5,16,""Alg2"",44.9686774748978"
"15,96,17,""Alg1"",4778960.87185643"
"15,96,17,""Alg2"",6267834.99059581"
"15,96,18,""Alg1"",4091964.59092832"
"15,96,18,""Alg2"",7000389.00419242"
"15,96,19,""Alg1"",3345622.34141505"
"15,96,19,""Alg2"",7072974.59065149"
"15,5,20,""Alg1"",0.371985532988782"
"15,5,20,""Alg2"",24.6984695031153"
"15,96,21,""Alg1"",3175787.58414215"
"15,96,21,""Alg2"",6246081.74076463"
"15,144,22,""Alg1"",8584293.64926365"
"15,144,22,""Alg2"",11205309.118779"
"15,144,23,""Alg1"",8731745.70692527"
"15,144,23,""Alg2"",11778872.4195432"
"15,5,24,""Alg1"",1.56991145487368"
"15,5,24,""Alg2"",10.0263111827276"
"15,96,25,""Alg1"",3831203.88276652"
"15,96,25,""Alg2"",6827368.01076775"
"15,5,26,""Alg1"",5.19216785530682"
"15,5,26,""Alg2"",31.3689986683064"
"15,5,27,""Alg1"",0.0455088028860171"
"15,5,27,""Alg2"",11.3314501986395"
"15,96,28,""Alg1"",3823828.2286011"
"15,96,28,""Alg2"",6534819.64504093"
"15,144,29,""Alg1"",9272205.45819842"
"15,144,29,""Alg2"",10955955.5227623"
"15,96,30,""Alg1"",4321159.05638688"
"15,96,30,""Alg2"",4230616.78862652"
"16,133,1,""Alg1"",8289942.58477631"
"16,133,1,""Alg2"",10467902.9486756"
"16,133,2,""Alg1"",8233888.71445146"
"16,133,2,""Alg2"",11040676.7228886"
"16,148,3,""Alg1"",8605652.23553987"
"16,148,3,""Alg2"",12051720.2863761"
"16,102,4,""Alg1"",5139284.22965225"
"16,102,4,""Alg2"",7045989.64673078"
"16,102,5,""Alg1"",4498715.327181"
"16,102,5,""Alg2"",6460879.9258715"
"16,102,6,""Alg1"",3736531.4551375"
"16,102,6,""Alg2"",7827655.05158383"
"16,102,7,""Alg1"",4528865.8385007"
"16,102,7,""Alg2"",8053856.03259427"
"16,102,8,""Alg1"",4862314.65829194"
"16,102,8,""Alg2"",7404050.60576184"
"16,133,9,""Alg1"",7591464.1256196"
"16,133,9,""Alg2"",8802610.4552527"
"16,148,10,""Alg1"",8834012.09507114"
"16,148,10,""Alg2"",11674009.503699"
"16,148,11,""Alg1"",8764472.53700413"
"16,148,11,""Alg2"",10460110.1280319"
"16,133,12,""Alg1"",7501841.59125995"
"16,133,12,""Alg2"",10112841.5860995"
"16,102,13,""Alg1"",4924697.15691486"
"16,102,13,""Alg2"",7616282.58340411"
"16,148,14,""Alg1"",8919097.85586127"
"16,148,14,""Alg2"",11176584.9445047"
"16,148,15,""Alg1"",8802203.48053922"
"16,148,15,""Alg2"",12897541.8339783"
"16,133,16,""Alg1"",7829733.55613421"
"16,133,16,""Alg2"",9343431.32729871"
"16,148,17,""Alg1"",8298151.60678267"
"16,148,17,""Alg2"",11943563.8364905"
"16,133,18,""Alg1"",7015094.51202211"
"16,133,18,""Alg2"",9102010.74661558"
"16,148,19,""Alg1"",9829380.18155988"
"16,148,19,""Alg2"",10917845.6095433"
"16,102,20,""Alg1"",4315025.74062406"
"16,102,20,""Alg2"",7364790.01877175"
"16,102,21,""Alg1"",3742263.19570685"
"16,102,21,""Alg2"",6869277.97710438"
"16,148,22,""Alg1"",8426751.38744567"
"16,148,22,""Alg2"",10867868.9312204"
"16,133,23,""Alg1"",6745874.02085695"
"16,133,23,""Alg2"",9290850.8581357"
"16,148,24,""Alg1"",10156089.8087672"
"16,148,24,""Alg2"",11770791.5688112"
"16,133,25,""Alg1"",7796486.9322425"
"16,133,25,""Alg2"",8894720.07486868"
"16,148,26,""Alg1"",9680254.54828969"
"16,148,26,""Alg2"",11561794.4644453"
"16,133,27,""Alg1"",6758808.61563767"
"16,133,27,""Alg2"",9356489.0298571"
"16,148,28,""Alg1"",8537057.51039575"
"16,148,28,""Alg2"",11088634.3240181"
"16,133,29,""Alg1"",4819297.08448968"
"16,133,29,""Alg2"",10053024.1422554"
"16,133,30,""Alg1"",7919283.68562505"
"16,133,30,""Alg2"",9151276.18810107"
"17,57,1,""Alg1"",1159799.9224081"
"17,57,1,""Alg2"",1988021.89156502"
"17,100,2,""Alg1"",5249551.30277508"
"17,100,2,""Alg2"",7171543.77579387"
"17,57,3,""Alg1"",1026998.92738412"
"17,57,3,""Alg2"",2334548.57474704"
"17,100,4,""Alg1"",3879877.00955847"
"17,100,4,""Alg2"",6807597.99761029"
"17,61,5,""Alg1"",1648267.91602147"
"17,61,5,""Alg2"",3055341.25810651"
"17,100,6,""Alg1"",3873347.68654681"
"17,100,6,""Alg2"",6593416.8716912"
"17,57,7,""Alg1"",902931.318457207"
"17,57,7,""Alg2"",3355856.07820754"
"17,57,8,""Alg1"",1388145.7420411"
"17,57,8,""Alg2"",2365668.75059639"
"17,57,9,""Alg1"",843381.326440011"
"17,57,9,""Alg2"",2250354.84863026"
"17,57,10,""Alg1"",961751.958558971"
"17,57,10,""Alg2"",2196671.19553231"
"17,57,11,""Alg1"",1414005.12362905"
"17,57,11,""Alg2"",2765272.57422613"
"17,100,12,""Alg1"",3967432.00261077"
"17,100,12,""Alg2"",7212144.42887256"
"17,61,13,""Alg1"",1423338.83692469"
"17,61,13,""Alg2"",2497731.75198151"
"17,100,14,""Alg1"",3952901.24217979"
"17,100,14,""Alg2"",7401457.61347994"
"17,100,15,""Alg1"",5002632.5828715"
"17,100,15,""Alg2"",7441757.06320312"
"17,57,16,""Alg1"",1031387.4838999"
"17,57,16,""Alg2"",2494809.91662421"
"17,61,17,""Alg1"",1161550.03409257"
"17,61,17,""Alg2"",3381772.62095003"
"17,100,18,""Alg1"",4341426.2122651"
"17,100,18,""Alg2"",5791534.93629382"
"17,61,19,""Alg1"",1008226.94488263"
"17,61,19,""Alg2"",2732860.35417382"
"17,100,20,""Alg1"",4720736.59151992"
"17,100,20,""Alg2"",6960288.28726253"
"17,100,21,""Alg1"",4620231.4882278"
"17,100,21,""Alg2"",6555358.06115897"
"17,61,22,""Alg1"",1671904.87836366"
"17,61,22,""Alg2"",3048454.05992304"
"17,61,23,""Alg1"",1557742.39025826"
"17,61,23,""Alg2"",2738726.18348002"
"17,61,24,""Alg1"",1696244.52142246"
"17,61,24,""Alg2"",3977920.72732274"
"17,61,25,""Alg1"",1664612.86090565"
"17,61,25,""Alg2"",2625808.34439158"
"17,61,26,""Alg1"",1246665.12801838"
"17,61,26,""Alg2"",3270503.67928576"
"17,61,27,""Alg1"",1243588.17147715"
"17,61,27,""Alg2"",3719578.73439954"
"17,61,28,""Alg1"",1292075.89295176"
"17,61,28,""Alg2"",3577240.16978008"
"17,57,29,""Alg1"",1418492.90179242"
"17,57,29,""Alg2"",1938637.09688108"
"17,100,30,""Alg1"",4343743.35660477"
"17,100,30,""Alg2"",5457330.51299581"
"18,3,1,""Alg1"",2.1033041998335e-05"
"18,3,1,""Alg2"",1.1798127019585"
"18,121,2,""Alg1"",5698868.32758579"
"18,121,2,""Alg2"",8438872.17220771"
"18,121,3,""Alg1"",5960053.68989185"
"18,121,3,""Alg2"",7873612.45339855"
"18,121,4,""Alg1"",4866922.27713218"
"18,121,4,""Alg2"",8510539.94020499"
"18,126,5,""Alg1"",7280859.48901162"
"18,126,5,""Alg2"",9482007.11118159"
"18,3,6,""Alg1"",0.221481224139388"
"18,3,6,""Alg2"",0.656542207482799"
"18,3,7,""Alg1"",0.000981007830075531"
"18,3,7,""Alg2"",0.0764221021213682"
"18,3,8,""Alg1"",1.75736057172748e-05"
"18,3,8,""Alg2"",0.266331143604209"
"18,3,9,""Alg1"",0.0021476856519956"
"18,3,9,""Alg2"",0.719066205891852"
"18,121,10,""Alg1"",6377537.86136662"
"18,121,10,""Alg2"",8366779.20254691"
"18,126,11,""Alg1"",5629014.42817337"
"18,126,11,""Alg2"",10077426.464863"
"18,126,12,""Alg1"",7133981.46833081"
"18,126,12,""Alg2"",10204320.3825884"
"18,126,13,""Alg1"",6953030.34833818"
"18,126,13,""Alg2"",9123483.38362499"
"18,121,14,""Alg1"",6181701.90055404"
"18,121,14,""Alg2"",8645625.1367421"
"18,121,15,""Alg1"",6214146.50219108"
"18,121,15,""Alg2"",8450119.39255324"
"18,3,16,""Alg1"",0.159107652574566"
"18,3,16,""Alg2"",1.66741413177882"
"18,126,17,""Alg1"",6358754.30043153"
"18,126,17,""Alg2"",9227480.25060527"
"18,121,18,""Alg1"",6896886.13785475"
"18,121,18,""Alg2"",9527446.07452165"
"18,121,19,""Alg1"",6928993.36510701"
"18,121,19,""Alg2"",8584028.40214941"
"18,3,20,""Alg1"",0.171012545895876"
"18,3,20,""Alg2"",1.67865065358617"
"18,3,21,""Alg1"",0.0180507152335689"
"18,3,21,""Alg2"",0.19315788019008"
"18,3,22,""Alg1"",0.000533925736816741"
"18,3,22,""Alg2"",0.200390228893162"
"18,121,23,""Alg1"",6148319.33457405"
"18,121,23,""Alg2"",8869481.24620665"
"18,3,24,""Alg1"",0.000579928048482652"
"18,3,24,""Alg2"",0.298850061131877"
"18,3,25,""Alg1"",0.00215183729866522"
"18,3,25,""Alg2"",1.00553810390781"
"18,3,26,""Alg1"",0.000540139479686135"
"18,3,26,""Alg2"",0.731521410100479"
"18,126,27,""Alg1"",7711167.72432816"
"18,126,27,""Alg2"",10644078.5265129"
"18,121,28,""Alg1"",6401065.44531052"
"18,121,28,""Alg2"",8783816.47139416"
"18,3,29,""Alg1"",0.00898448471172959"
"18,3,29,""Alg2"",1.38097535914914"
"18,126,30,""Alg1"",6709689.95903735"
"18,126,30,""Alg2"",9752220.51918039"
"19,147,1,""Alg1"",9749690.06431901"
"19,147,1,""Alg2"",10754291.7105965"
"19,147,2,""Alg1"",9271447.69830326"
"19,147,2,""Alg2"",10335680.6150633"
"19,6,3,""Alg1"",5.69909237443836"
"19,6,3,""Alg2"",58.4491621803218"
"19,147,4,""Alg1"",8418884.1088039"
"19,147,4,""Alg2"",11924687.3894336"
"19,6,5,""Alg1"",1.45870400166303"
"19,6,5,""Alg2"",106.905535086708"
"19,6,6,""Alg1"",5.9596250118518"
"19,6,6,""Alg2"",143.574876846859"
"19,147,7,""Alg1"",8745231.15135534"
"19,147,7,""Alg2"",11226167.4564689"
"19,67,8,""Alg1"",1494322.15850161"
"19,67,8,""Alg2"",3777781.94562429"
"19,147,9,""Alg1"",9478020.85300001"
"19,147,9,""Alg2"",12246322.6009564"
"19,147,10,""Alg1"",9156260.43104501"
"19,147,10,""Alg2"",11920382.4894576"
"19,67,11,""Alg1"",1654906.28433813"
"19,67,11,""Alg2"",4059536.02988584"
"19,147,12,""Alg1"",9640045.35553568"
"19,147,12,""Alg2"",11607674.1552432"
"19,147,13,""Alg1"",8478043.07574954"
"19,147,13,""Alg2"",12083187.9362851"
"19,147,14,""Alg1"",7887526.88963749"
"19,147,14,""Alg2"",11223736.8598006"
"19,67,15,""Alg1"",1704761.44291875"
"19,67,15,""Alg2"",4249970.27977316"
"19,67,16,""Alg1"",1709406.28228961"
"19,67,16,""Alg2"",4469097.97597343"
"19,6,17,""Alg1"",0.273400152514222"
"19,6,17,""Alg2"",155.944976756933"
"19,147,18,""Alg1"",8618371.30649217"
"19,147,18,""Alg2"",12375974.503485"
"19,147,19,""Alg1"",9279455.63641458"
"19,147,19,""Alg2"",10470892.2838996"
"19,147,20,""Alg1"",10144261.7263677"
"19,147,20,""Alg2"",12015835.1523335"
"19,6,21,""Alg1"",14.9076214808802"
"19,6,21,""Alg2"",109.535729275893"
"19,147,22,""Alg1"",9241165.00799834"
"19,147,22,""Alg2"",10607350.3353717"
"19,6,23,""Alg1"",8.23750418986934"
"19,6,23,""Alg2"",133.908109327108"
"19,67,24,""Alg1"",1595392.12467752"
"19,67,24,""Alg2"",4175785.14333415"
"19,147,25,""Alg1"",8214201.4079863"
"19,147,25,""Alg2"",11617587.5602769"
"19,147,26,""Alg1"",8350262.85148398"
"19,147,26,""Alg2"",11081394.2828156"
"19,6,27,""Alg1"",4.18330294873229"
"19,6,27,""Alg2"",221.423824370307"
"19,67,28,""Alg1"",1500517.28232324"
"19,67,28,""Alg2"",3834246.27223599"
"19,67,29,""Alg1"",2202688.15177955"
"19,67,29,""Alg2"",3853595.08618016"
"19,147,30,""Alg1"",9389039.62092691"
"19,147,30,""Alg2"",12028404.6841288"
"20,76,1,""Alg1"",2675575.86815916"
"20,76,1,""Alg2"",4786546.63847211"
"20,83,2,""Alg1"",3221713.08708391"
"20,83,2,""Alg2"",5552073.21600345"
"20,110,3,""Alg1"",5687237.65751781"
"20,110,3,""Alg2"",8211124.25865879"
"20,110,4,""Alg1"",4553887.84283618"
"20,110,4,""Alg2"",8260825.01335053"
"20,83,5,""Alg1"",3599449.51907803"
"20,83,5,""Alg2"",5051242.84826201"
"20,83,6,""Alg1"",2885406.24944043"
"20,83,6,""Alg2"",5009072.57285134"
"20,110,7,""Alg1"",5069151.90796714"
"20,110,7,""Alg2"",6448853.53649617"
"20,83,8,""Alg1"",3214617.49670014"
"20,83,8,""Alg2"",3596021.42161037"
"20,110,9,""Alg1"",5977129.85382182"
"20,110,9,""Alg2"",7701443.52412961"
"20,110,10,""Alg1"",5554228.56155288"
"20,110,10,""Alg2"",8723713.94726155"
"20,83,11,""Alg1"",2795538.12191693"
"20,83,11,""Alg2"",5780589.6596941"
"20,110,12,""Alg1"",5802730.40962924"
"20,110,12,""Alg2"",7209280.48656236"
"20,76,13,""Alg1"",2681150.30850378"
"20,76,13,""Alg2"",5486622.68403317"
"20,83,14,""Alg1"",2481484.41319191"
"20,83,14,""Alg2"",5867591.86276549"
"20,83,15,""Alg1"",2835445.32460846"
"20,83,15,""Alg2"",6223270.89669236"
"20,110,16,""Alg1"",5429945.55609907"
"20,110,16,""Alg2"",7954026.93990949"
"20,76,17,""Alg1"",1600006.74395542"
"20,76,17,""Alg2"",5729904.38852495"
"20,76,18,""Alg1"",2086492.96066566"
"20,76,18,""Alg2"",5419651.44294123"
"20,83,19,""Alg1"",2824781.98454769"
"20,83,19,""Alg2"",4883302.97694285"
"20,83,20,""Alg1"",3122690.04046138"
"20,83,20,""Alg2"",5879810.96726774"
"20,76,21,""Alg1"",2684869.76175738"
"20,76,21,""Alg2"",4917612.9955789"
"20,83,22,""Alg1"",2899012.06372506"
"20,83,22,""Alg2"",5393993.34456185"
"20,110,23,""Alg1"",4575015.88993368"
"20,110,23,""Alg2"",7800101.47352055"
"20,110,24,""Alg1"",6076147.19751517"
"20,110,24,""Alg2"",7814088.28123317"
"20,83,25,""Alg1"",2406033.86028559"
"20,83,25,""Alg2"",5526739.23860122"
"20,83,26,""Alg1"",3082994.31701815"
"20,83,26,""Alg2"",5053161.22532046"
"20,76,27,""Alg1"",2440171.69126253"
"20,76,27,""Alg2"",5202854.10412281"
"20,110,28,""Alg1"",4776747.55471142"
"20,110,28,""Alg2"",7477705.98708059"
"20,76,29,""Alg1"",2621193.00068523"
"20,76,29,""Alg2"",5195958.73419491"
"20,110,30,""Alg1"",5652465.91702979"
"20,110,30,""Alg2"",7473215.23938421"
"21,35,1,""Alg1"",114635.086815815"
"21,35,1,""Alg2"",903052.727401066"
"21,46,2,""Alg1"",611954.907367977"
"21,46,2,""Alg2"",1426274.22141821"
"21,46,3,""Alg1"",707433.400769065"
"21,46,3,""Alg2"",1446034.32187305"
"21,46,4,""Alg1"",599189.328611208"
"21,46,4,""Alg2"",1317054.08710967"
"21,46,5,""Alg1"",772301.124600813"
"21,46,5,""Alg2"",1472216.97311764"
"21,46,6,""Alg1"",669918.203932417"
"21,46,6,""Alg2"",1330356.03305776"
"21,35,7,""Alg1"",293747.176536424"
"21,35,7,""Alg2"",720424.042006636"
"21,46,8,""Alg1"",741611.366196692"
"21,46,8,""Alg2"",1495716.95878669"
"21,92,9,""Alg1"",4247249.88438733"
"21,92,9,""Alg2"",5739966.28923142"
"21,92,10,""Alg1"",3081052.97691307"
"21,92,10,""Alg2"",6953060.43271863"
"21,46,11,""Alg1"",637998.45199056"
