DIM_key,DIM,BAL_key,BAL,LIN_key,LIN,NOISE_key,NOISE,NUM_SAMPLES,SEED_run,Run,AUC_LR,AUC_SVM,AUC_RF,AUC_XGB
Baixa,5,Com,0.9,Sim,True,Nao,0.0,2000,127,5,0.9812211893600399,0.9873338334872269,0.9884753918365414,0.9917773279352227
Baixa,5,Com,0.9,Sim,True,Nao,0.0,2000,128,6,0.9983702500177568,0.9982793167128348,0.9979137944811421,0.9968648223121906
Baixa,5,Com,0.9,Sim,True,Nao,0.0,2000,129,7,0.9904910001894074,0.9922208223832186,0.9895614168264792,0.9927120001420555
Baixa,5,Com,0.9,Sim,True,Nao,0.0,2000,130,8,0.9858527890238417,0.9772134059000402,0.9702926003859176,0.9811255504652319
Baixa,5,Com,0.9,Sim,True,Nao,0.0,2000,131,9,0.9999441277789616,0.9999580166678506,0.9997487333380686,0.9999024611122949
Baixa,5,Com,0.9,Sim,True,Nao,0.0,2000,132,10,0.987708294859957,0.9924251722423468,0.9923800444515471,0.9927058000094704
Baixa,5,Com,0.9,Sim,True,Nao,0.0,2000,133,11,0.9841026114544119,0.9840653781045056,0.987576461396406,0.9872167057319412
Baixa,5,Com,0.9,Sim,True,Nao,0.0,2000,134,12,0.9850938336056064,0.9823230727797903,0.9907983669531454,0.9932442112365936
Baixa,5,Com,0.9,Sim,True,Nao,0.0,2000,135,13,1.0,1.0,0.9997904000047353,0.999283138894808
Baixa,5,Com,0.9,Sim,True,Nao,0.0,2000,136,14,0.9706657669815565,0.9838777168122735,0.9880388862253474,0.9865181890285768
Baixa,5,Com,0.9,Sim,True,Nao,0.0,2000,137,15,1.0,1.0,0.999986111111111,1.0
Baixa,5,Com,0.9,Sim,True,Nao,0.0,2000,138,16,0.9902828000331463,0.9940460555910693,0.9944371611383384,0.9934620889267703
Baixa,5,Com,0.9,Sim,True,Nao,0.0,2000,139,17,0.9116476075478847,0.9244337399673274,0.986746430854464,0.9791324697540071
Baixa,5,Com,0.9,Sim,True,Nao,0.0,2000,140,18,0.8469529411416531,0.9263407231810972,0.9403575508440467,0.931601017768781
Baixa,5,Com,0.9,Sim,True,Nao,0.0,2000,141,19,0.9786057337168833,0.9871308834671023,0.9897857195705188,0.9904582001562611
Baixa,5,Com,0.9,Sim,True,Nao,0.0,2000,142,20,0.997666033335701,0.9985972222222224,0.9992916666666666,0.9990969055567394
Baixa,5,Com,0.9,Sim,True,Nao,0.0,2000,143,21,0.8543836357932619,0.9750907172621162,0.9771945450671213,0.9782309615976514
Baixa,5,Com,0.9,Sim,True,Nao,0.0,2000,144,22,0.9999583333333334,1.0,0.999986111111111,0.9995972222222221
Baixa,5,Com,0.9,Sim,True,Nao,0.0,2000,145,23,0.9197073626204512,0.9297950730402255,0.936757570376684,0.9389739120912944
Baixa,5,Com,0.9,Sim,True,Nao,0.0,2000,146,24,0.9994564333404362,0.9996095277836968,0.998562002805597,0.9991073111253165
Baixa,5,Com,0.9,Sim,True,Nao,0.0,2000,147,25,0.9008080681629851,0.9671522006771314,0.9522358003646092,0.9658574058290125
Baixa,5,Com,0.9,Sim,True,Nao,0.0,2000,148,26,0.9994305555555556,0.9978607944456283,0.9986953722447144,0.9958731000071028
Baixa,5,Com,0.9,Sim,True,Nao,0.0,2000,149,27,0.995388572223406,0.995693177782513,0.9924229777801454,0.9901789722281412
Baixa,5,Com,0.9,Sim,True,Nao,0.0,2000,150,28,0.9887473334990649,0.9960842389374246,0.9936150028411108,0.9942495945498022
Baixa,5,Com,0.9,Sim,True,Nao,0.0,2000,151,29,0.9190112845372541,0.8653344520207401,0.9811131309633734,0.9813606227951794
Baixa,5,Com,0.9,Sim,True,Nao,0.0,2000,152,30,0.9919759334233019,0.9873028890546204,0.9940228028742573,0.9966369445036343
Baixa,5,Com,0.9,Nao,False,Sim,0.3,2000,123,1,0.61067686846131,0.6566580489944487,0.6514108793986851,0.6342365261157263
Baixa,5,Com,0.9,Nao,False,Sim,0.3,2000,124,2,0.6735705699791038,0.662496204244228,0.6712302564694246,0.6466554696889235
Baixa,5,Com,0.9,Nao,False,Sim,0.3,2000,125,3,0.6336997320644175,0.6252188468549188,0.6406080341383856,0.6388356444976198
Baixa,5,Com,0.9,Nao,False,Sim,0.3,2000,126,4,0.6002169627344609,0.6279138507723765,0.6189161525369642,0.5937344431443463
Baixa,5,Com,0.9,Nao,False,Sim,0.3,2000,127,5,0.6453029583141273,0.6514093358862533,0.6162209014407452,0.6136463142218913
Baixa,5,Com,0.9,Nao,False,Sim,0.3,2000,128,6,0.6341066190245435,0.640486269312561,0.6043245909831786,0.6080967453922449
Baixa,5,Com,0.9,Nao,False,Sim,0.3,2000,129,7,0.6693825944721065,0.6710899134008367,0.6828711739056911,0.6781390078101547
